marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	13163478	R3VWFHTTLV3ZMN	B003OSPCJO	85916812	Monopod 500 Floor Standing Monopod	Camera	2	1	2	N	Y	Canon Monopod (Review Edited downward)	I had/have a cheaper and lighter monopod. This Canon is much higher quality - especially in stability when extended. I do have the problem of the ball not locking tightly (30D & 450D various lenses) but haven't tried sanding it yet. I might try sanding the plastic cup area first and hope that cures the problem up. Excellent unit, little heavier than the cheaper versions but not so much as to be cumbersome. It's easy to spin on and off the camera so you might consider buying only it to see if you really need the easy removable head. Is it worth the extra bucks? Depends upon how you use it and if you use a Canon. Always looks neat to have all Canon gear. LOL<br />No LOL now. The head where the camera mounts has become loose - there's enough slop that the camera can shift unless you're really concentrating on holding it in position. This is NOT the ball slipping but the thumbwheel that screws into the camera base.<br />Just spoke to Canon, minimal warranty and NO PARTS IN STOCK only sell complete units.<br />So I have to pin this head in a couple of directions to take the slop out.<br />No, I'm not rough on my gear.<br />Went from a 4 (due to slipping ball mount) to a 2 (lack of repair parts)<br />caveat emptor	2012-03-26
US	17098505	R2CZFGMQBESXNK	B005BON4K8	968773670	TOOGOO(R) Tripod 1/4 inches Screw to Flash Shoe Mount Adapter	Camera	5	0	0	N	Y	Works great.	I use it to mount a gopro camera above my dslr. Works awesome. Super cheap, and easy to install, easy to use.	2013-06-12
US	32327378	RYNBIW8F408GU	B0009HN57E	970630005	Nikon 18-55mm f/3.5-5.6G ED Auto Focus-S DX Non-VR Nikkor Zoom Lens (Discontinued by Manufacturer)	Camera	5	0	0	N	Y	Works Awesome	The lens that came with our camera broke, so I bought this as a replacement. At first I just thought it was the same that I currently had, but when I got it I realized that it's a new generation than the  one I have, It works great!	2013-04-28
US	7341859	R1KYMVTFJGNFQM	B004DO19M2	369678521	PIXEL Oppilas/RW-221 Wireless Shutter Remote Control	Camera	4	0	0	N	Y	Works Well	Use the remote for my for my Olympus OMD for the Canadian July 1st and US July 4th fireworks.<br />So far, happy with it, though I would have liked Olympus to have incorporated the remote shutter released function into it's multi port like it has with other accessories like the Macro Arm Light. This would have done away with the nuisance patch cord.	2013-07-08
US	20337459	RR1J5N83RV9UQ	B005EM6G7U	465276394	CowboyStudio LCD Viewfinder for Canon 550D and Nikon D90 DSLR Cameras, 2.8x 3 inches LCD VIEWFINDER V2	Camera	4	0	0	N	Y	Good product	Bought it for a Canon EOS 550d (T2i in the US). The magnetic frame have to be carefully glued to the camera to avoid it from covering the eye presence detector.<br />Works as expected. Good product for the price.	2014-11-17
US	28251082	R2CGJUX8TMAJ2B	B009XP1HS2	10547424	Samsung SmartCam IP Camera SNH-1011	Camera	2	1	1	N	Y	Loses the connection a lot. Hard to see up close.	Loses the connection a lot. Hard to see up close. Thought it would be good since it is a Samsung.	2013-12-24
US	13749048	R592JR2ZZDPNP	B00PZAMRY2	324050665	Holy Stone RC Quadcopter Drone with HD 720p Camera,4CH 2.4Ghz 6-Gyro Headless Mode, includs BONUS BATTERY	Camera	5	1	1	N	Y	Buy it. For the price, it can't be beat. The customer service is unbeatable.	This thing flies quite well. Very stable and the two-speed setting is great for novice and advanced flyers. I'm having an issue with one of the bettered making a poor connection. I sent an email to Holy Stone's customer support team at midnight on Saturday. By 9am, Sunday, I had a reply. They're sending another battery to me, no charge. Yesterday, I received a follow up call from Holy Stone, asking if I were satisfied and reiterating that comes are open, should I have any other issues.	2015-06-25
US	24079517	R91OMPZQ8BFC2	B003Y73Q3Y	61192947	Defender PX301 Digital Wireless DVR Security System Receiver	Camera	4	0	0	N	Y	Awesome but can be a bit glitchy	Bought this to watch my car at night and it works really good. It is glitchy here and there but not bad. I live in Maine where it can get pretty cold and snowy, it has survived the storms and cold very well! We had a bought of strong wind and it didn't move at all. Very happy with this product!	2013-03-02
US	11081116	R1V55KJFZ1491U	B001D60LG8	34101005	Dolica Proline Tripod	Camera	3	0	1	N	Y	It's okay for this price.	It is worth it's price-$40, but camera is not fixed completely after you fixed all bolts. I will consider more expensive one in the future.	2013-06-09
US	49090200	R20A8OD4LKAG9C	B0010C2HSA	642633790	TiffenUV Protection Filter	Camera	5	0	0	N	Y	Tiffen filter	This is a quality filler with smooth threads and a heavy duty storage case. Quality optics are second to none. An American made jewel.	2011-09-20
